BitCoin,"{'e': 'aggTrade', 'E': 1583600406555, 's': 'BTCUSDT', 'a': 236736054, 'p': '9029.85000000', 'q': '0.01483000', 'f': 258637199, 'l': 258637199, 'T': 1583600406553, 'm': True, 'M': True}",07/03/2020 20:00:06
CryptoCoin,Price,Date
BitCoin,"{'e': 'aggTrade', 'E': 1583600406598, 's': 'BTCUSDT', 'a': 236736055, 'p': '9029.99000000', 'q': '0.00587400', 'f': 258637200, 'l': 258637200, 'T': 1583600406597, 'm': False, 'M': True}",07/03/2020 20:00:06
CryptoCoin,Price,Date
BitCoin,"{'e': 'aggTrade', 'E': 1583600406645, 's': 'BTCUSDT', 'a': 236736056, 'p': '9029.85000000', 'q': '0.66794000', 'f': 258637201, 'l': 258637201, 'T': 1583600406643, 'm': True, 'M': True}",07/03/2020 20:00:06
CryptoCoin,Price,Date
BitCoin,"{'e': 'aggTrade', 'E': 1583600406692, 's': 'BTCUSDT', 'a': 236736057, 'p': '9029.98000000', 'q': '0.00642800', 'f': 258637202, 'l': 258637202, 'T': 1583600406690, 'm': False, 'M': True}",07/03/2020 20:00:06
CryptoCoin,Price,Date
BitCoin,"{'e': 'aggTrade', 'E': 1583600406702, 's': 'BTCUSDT', 'a': 236736058, 'p': '9029.98000000', 'q': '0.06061600', 'f': 258637203, 'l': 258637203, 'T': 1583600406701, 'm': False, 'M': True}",07/03/2020 20:00:06
CryptoCoin,Price,Date
BitCoin,"{'e': 'aggTrade', 'E': 1583600406775, 's': 'BTCUSDT', 'a': 236736059, 'p': '9029.97000000', 'q': '0.60000000', 'f': 258637204, 'l': 258637204, 'T': 1583600406774, 'm': False, 'M': True}",07/03/2020 20:00:06
CryptoCoin,Price,Date
BitCoin,"{'e': 'aggTrade', 'E': 1583600406779, 's': 'BTCUSDT', 'a': 236736060, 'p': '9029.84000000', 'q': '0.27292400', 'f': 258637205, 'l': 258637205, 'T': 1583600406777, 'm': True, 'M': True}",07/03/2020 20:00:06
CryptoCoin,Price,Date
BitCoin,"{'e': 'aggTrade', 'E': 1583600406801, 's': 'BTCUSDT', 'a': 236736061, 'p': '9029.97000000', 'q': '0.00602600', 'f': 258637206, 'l': 258637206, 'T': 1583600406799, 'm': False, 'M': True}",07/03/2020 20:00:06
CryptoCoin,Price,Date
BitCoin,"{'e': 'aggTrade', 'E': 1583600406865, 's': 'BTCUSDT', 'a': 236736062, 'p': '9029.96000000', 'q': '0.06014500', 'f': 258637207, 'l': 258637207, 'T': 1583600406863, 'm': False, 'M': True}",07/03/2020 20:00:06
CryptoCoin,Price,Date
BitCoin,"{'e': 'aggTrade', 'E': 1583600406872, 's': 'BTCUSDT', 'a': 236736063, 'p': '9029.47000000', 'q': '0.00834200', 'f': 258637208, 'l': 258637208, 'T': 1583600406871, 'm': True, 'M': True}",07/03/2020 20:00:06
CryptoCoin,Price,Date
BitCoin,"{'e': 'aggTrade', 'E': 1583600406904, 's': 'BTCUSDT', 'a': 236736064, 'p': '9028.78000000', 'q': '0.03072200', 'f': 258637209, 'l': 258637209, 'T': 1583600406903, 'm': True, 'M': True}",07/03/2020 20:00:06
CryptoCoin,Price,Date
